File_Name	Modern_English	Reformed_Word	Conjugations	Part_of_Speech
admire	admiration	admirâcion	-s	feminine noun
admire	admirable	admîrable		adjective
abstain	abstain	absteine	-s -d -ing	verb
abstain	abstinence	àbstinence		masculine noun
abstain	abstention	abstencion	-s	feminine noun
arrogant	arrogant	ârrogant		adjective
arrogant	arrogance	ârrogance		masculine noun
adroit	adroit	adroite		adjective
accent	accent	accent	-s	masculine noun
accent	accent	accente	-s -d -ing	verb
accent	accentual	accențual		adjective
accent	accentuate	accențuait	-s -d -ing	verb
accent	accentuation	accențuâcion	-s	feminine noun
argue	argue	argüe	-s -d -ing	verb
argue	arguer	argueur	-s	masculine noun
argue	arguable	arguable		adjective
argue	arguably	arguably		adverb
argue	argument	argument	-s	masculine noun
argue	argumentation	argumentâcion	-s	feminine noun
argue	argumentative	argumentatif,	argumentif -vly	adjective
ark	ark	arche,	arcs	masculine noun
astriction	astriction	astriccion	-s	feminine noun
astriction	astringent	astringent		adjective
acclaim	acclaim	acclâme	-s -d -ing	verb
acclaim	acclaim	acclâme,	acclâms	feminine noun
acclaim	acclamation	acclamâcion	-s	feminine noun
alone	alone	alone		adjective, adverb
aunt	aunt	ante,	ants	masculine noun
award	award	aüarde,	aüards	feminine noun
award	award	aüarde	-s -d -ing	verb
alter	alter	alter	altre(s altred altering	verb
alter	alteration	alterâcion	-s	feminine noun
alter	alternate	alternat	-s -ly	adjective, noun
alter	alternate	alternait	-s -d -iꬻ	verb
alter	alternation	alternâcion	-s	feminine noun
alter	alternative	altêrnatif	-s -vly -ness	adjective, noun
arraign	arraign	arrâne	-s -d -ing	verb
arraign	arraignment	arrânement	-s	feminine noun
atypical	atypical	âtypical		adjective
atypical	atypicality	âtypicaletie	-is	feminine noun
across	across	acròss		preposition
attain	attain	attaigne	-s -d -ing	verb
attain	attainable	attaînable		adjective
attain	attainment	attainement	-s	feminine noun
along	along	alòng		preposition
adjust	adjust	ajoste	-s -d -ing	verb
adjust	adjustable	ajostable		adjective
adjust	adjustment	ajostement	-s	feminine noun
adjust	adjuster	ajosteur	-s	feminine noun
amalgam	amalgamation	amalgamâcion	-s	feminine noun
amalgam	amalgamate	amàlgamait	-s -ed -ing	verb
amalgam	amalgam	amàlgam	-s	feminine noun
amalgam	amalgamize	amàlgamyse	-s -d -ing	verb
albino	albino	albîno		adjective, feminine noun
asthma	asthma	asma		masculine noun
asthma	asthmatic	asmatic		adjective
announce	announce	annônce	-s -d -ing	verb
announce	announcement	annôncement	-s	feminine noun
announce	announcer	annônceur	-s	feminine noun
archer	archer	arc̃eur	-s	masculine noun
archer	archery	arc̃ery;	arc̃erie -is	adjective, masculine noun
ambivalent	ambivalent	ambïvalent		adjective
ambivalent	ambivalence	ambïvalence		feminine noun
amateur	amateur	amatior	-s	masculine noun
amateur	amateurish	amatiorisce	-ly -ness	adjective
appraise	appraise	appreise	-s -d -ing	verb
appraise	appraisal	appréisal	-s	feminine noun
arouse	arouse	arôuse	-s -d -ing	verb
arouse	arousal	arôusal	-s	feminine noun
accrue	accrue	accreue	-s -d -ing	verb
accrue	accrual	accreual	-s	feminine noun
accrue	accretion	accrícion	-s	feminine noun
ambition	ambition	ambicion	-s	feminine noun
ambition	ambition	ambicione	-s -d -ing	verb
ambition	ambitious	ambiceus	-ly	adjective
accumulate	accumulate	accúmulait	-s -ed -ing	verb
accumulate	accumulation	accumulâcion	-s	feminine noun
accumulate	accumulative	accúmulatif		adjective
amaze	amaze	amâse	-s -d -ing	verb
amaze	amazement	amâsement	-s	feminine noun
attract	attract	attracte	attracs -d -ing	verb
attract	attraction	attraccion	-s	feminine noun
attract	attractive	attractif		adjective
absolve	absolve	absòlve	-s -d -ing	verb
absolve	absolution	absolúcion	-s	feminine noun
abbreviate	abbreviate	abbrieviait	-s -ed -ing	verb
abbreviate	abbreviation	abbrieviâcion	-s	feminine noun
ascend	ascend	ascende	-s -d -ing	verb
ascend	ascent	ascente,	ascènts	feminine noun
ascend	ascendancy	ascendencie	-is	feminine noun
anorak	anorak	anorach	-s	masculine noun
amputate	amputate	amputait	-s -ed -ing	verb
amputate	amputation	amputâcion	-s	feminine noun
amputate	amputee	amputíe,	amputís	feminine noun
ant	ant	ante,	ànts	masculine noun
atrocity	atrocious	atróceus	-ly	adjective
atrocity	atrocity	atrocetie	-is	feminine noun
above	above	above		preposition
alcove	alcove	alcoave	-s	masculine noun
anus	anus	ânus	-es	masculine noun
anus	anal	ânal	-ly	adjective
assail	assail	assaile	-s -d -ing	verb
assail	assailant	assaîlant	-s	feminine noun
assail	salient	saîlient	-s	adjective, masculine noun
assail	saliency	saîliencie	-is	masculine noun
assail	salience	saîlience	-s	masculine noun
allay	allay	allaie	-s -d allaying	verb
accouter	accouter	accoute	-s -d -ing	verb
accouter	accoutrement	accoutement	-s	feminine noun
ambiguous	ambiguous	ambigueus	-ly -ness	adjective
ambiguous	ambiguity	ambiguetie	-is	feminine noun
against	against	against		preposition
arcane	arcane	arcâne		adjective, feminine noun
arcane	arcana	arcânom,	arcâna	feminine noun
askew	askew	ascú		adverb
attack	attack	attaque	attac(s -d -ing	verb
attack	attack	attaque,	attacs	feminine noun
astroid	astroid	astroid	-s	masculine noun
among	among	among		preposition
although	although	alþó		conjunction
arrive	arrive	arrîve	-s -d -ing	verb
arrive	arrival	arrîval	-s	feminine noun
apparel	apparel	appârele,	appârels	feminine noun
apparel	apparel	appârele	-s -d appâreling	verb
almond	almond	almand	-s	masculine noun
alphabet	alphabet	alphabet	-s	masculine noun
advise	advice	advîse		feminine noun
advise	advise	advîse	-s -d -ing	verb
advise	advisory	advîsory		adjective
advise	advisor	advîseur	-s	feminine noun
ascertain	ascertain	ascertâne	-s -d -ing	verb
ascertain	ascertainable	ascertânable		adjective
ascertain	ascertainment	ascertânement		feminine noun
act	act	acte	acs -d -ing	verb
act	act	acte,	acs	masculine noun
act	actor	acteur	-s	masculine noun
act	actual	acţual		adjective
act	actually	acţally		adverb
act	actuality	acţualetie	-is	feminine noun
act	actualization	acţualisâcion	-s	feminine noun
act	active	actif	-vly	adjective
act	activation	activâcion	-s	feminine noun
act	action	accion	-s	masculine noun
aught	aught	auht		pronoun, adjective, adverb
about	about	abaut		preposition
Alabama	Alabama	Alabàma		feminine noun
Alabama	alabamian	alabam̃an		adjective
abrade	abrasion	abrâsion	-s	feminine noun
abrade	abrasive	abrâssif	-vly -ness	adjective, feminine noun
abrade	abrade	abrâde	-s -d -ing	verb
age	age	âge	-s	masculine noun
age	age	âge	-s -d -ing	verb
agoraphobia	agoraphobia	agraphobia	-s	feminine noun
agoraphobia	agoraphobic	agraphobic		adjective, feminine noun
agoraphobia	agoraphobe	agraphobe,	agraphoabs	masculine noun
appear	appear	appier	appire(s appired appiering	verb
appear	appearance	appirence	-s	feminine noun
appear	apparent	apperent	-ly	adjective
ash	ash	asce	-s	masculine noun
appease	appease	appise	-s -d -ing	verb
appease	appeasement	appisement	-s	feminine noun
alleviate	alleviate	allieviait	-s -ed -ing	verb
alleviate	alleviation	allieviâcion	-s	feminine noun
aerie	aerie	ârie,	âris	masculine noun
adjective	adjective	adjetif	-s	masculine noun, adjective
article	article	article,	articuls	masculine noun
article	article	article	-s -d -ing	verb
article	articulation	articulâcion	-s	feminine noun
article	articulate	artïculait	-s -ed -ing	verb
article	articulate	artïculat	-ly	adjective, feminine noun
article	articular	artïcular		adjective
atmosphere	atmosphere	atmosfire,	atmosfiars	masculine noun
atmosphere	atmospheric	atmosfíric		adjective
ally	ally	allîe,	allîs	masculine noun
ally	ally	allîe	-s -d -yhing	verb
ally	alliance	allîance	-s	feminine noun
ally	alliance	allîance	-s -d -ing	verb
alley	alley	alie,	alis	masculine noun
accede	accede	accide	-s -d -ing	verb
accede	accession	accession	-s	feminine noun
accede	accession	accessione	-s -d -ing	verb
accede	accessory	accèssory,	accèssorie -is	adjective, feminine noun
accede	accessorize	accèssoryse	-s -d -ing	verb
accede	access	access	-es	masculine noun
accede	access	accesse	-s -d -ing	verb
accede	accessible	accèssable	-y	adjective
accede	accessibility	accessabilatie	-is	feminine noun
anathema	anathema	anàþema	-s	feminine noun
anathema	anathematize	anàþematyse	-s -d -ing	verb
anathema	anathematization	anaþematisâcion	-s	feminine noun
atheist	atheism	âþyism	-s	masculine noun
atheist	atheist	âþyist	-s	masculine noun
atheist	atheistic	âþyistic	-ly	adjective
amulet	amulet	am̃olet	-s	masculine noun
ambassador	ambassador	embàssadre,	embàssadors	feminine noun
ammunition	ammunition	am̃onicion	-s	feminine noun
ammunition	ammo	ammo		masculine noun
associate	associate	assoçiait	-s -ed -ing	verb
associate	association	assoçiâcion	-s	feminine noun
associate	associative	assoçiatif		adjective
associate	associate	assoçiat		adjective, feminine noun
adamant	adamant	adamant	-s -ly	adjective, masculine noun
adamant	adamantine	adamàntine,	adamàntins	adjective, feminine noun
alligator	alligator	aligâtre,	aligâtars	masculine noun
appeal	appeal	appiele	-s -d -ing	verb
appeal	appeal	appiele,	appiels	feminine noun
appeal	appellant	appellant	-s	feminine noun
athlete	athlete	aþlite,	aþliets	masculine noun
athlete	athletic	aþletic,	aþletics	adjective, feminine noun
athlete	athleticism	aþleticism		feminine noun
anti	anti	anti		preposition
ale	ale	eale,	eals	masculine noun
ale	alehouse	eal-hause	-s	masculine noun
attach	attach	attac̃e	-s -d -ing	verb
attach	attachment	attac̃ement	-s	feminine noun
attach	attachable	attac̃able	-abils	adjective, feminine noun
angel	angel	ângel	-s	masculine noun
angel	angelic	angelic		adjective
abort	abort	aborte	-s -d -ing	verb
abort	abortion	aborcion	-s	feminine noun
abort	abortive	abórtif		adjective
apron	apron	âpron	-s	masculine noun
acquire	acquire	acquîer	acquîre(s acquîred acquîering	verb
acquire	acquirement	acquîrement	-s	feminine noun
acquire	acquisition	acqüisicion	-s	feminine noun
acquire	acquisitive	acqüisitif	-vly -ness	adjective
antarctic	antarctic	antártic,	Antártic	adjective, feminine noun
antarctic	arctic	ártic		adjective, masculine noun
answer	answer	ansere	-s -d ansiring	verb
answer	answer	ansere,	ansirs	masculine noun
answer	answerable	anserable		adjective
answer	answerless	anserless		adjective
ability	ability	abilatie,	abilatis	feminine noun
ability	able	âble		adjective, adverb, masculine noun
Arizona	Arizona	Ârizona		feminine noun
Arizona	Arizonan	ârizonan	-s	feminine noun
and	and	and		conjunction
architect	architect	architect,	architecs	masculine noun
architect	architect	architecte	-cs -d -ing	verb
architect	architecture	architecţure	-s	feminine noun
architect	architectural	architecţural		adjective
architect	architectonic	architectonic	-ly	adjective
albeit	albeit	albÿit		conjunction
ancient	ancient	ainc̃ent	-s	masculine noun, adjective
ancient	ancestor	ancestre,	ancestors	masculine noun
ancient	ancestral	ancestral		adjective
appreciate	appreciate	appríçiait,	to príçiait -s -d -ing	verb
appreciate	appreciation	appriçiâcion,	priçiâcion -s	feminine noun
appall	appall	appalle	-s -d -ing	verb
analyze	analysis	anàlysis,	anàlysies	feminine noun
analyze	analyst	analyst	-s	masculine noun
analyze	analytical	analÿtical		adjective
analyze	analytic	analÿtic	-s	adjective, feminine noun
analyze	analytically	analÿticly		adverb
adjourn	adjourn	ajourne	-s -d -ing	verb
adjourn	adjournment	ajournement	-s	feminine noun
a	an	a,	an	indef
altar	altar	altre,	altars	masculine noun
abhore	abhor	abhore	-s -d -ing	verb
abhore	abhorrent	abhorent	-ly	adjective
abhore	abhorrence	abhorence	-s	feminine noun
amplify	amplify	amplifae	-s -d -fyhing	verb
amplify	amplifier	amplifyhor	-s	masculine noun
amplify	amplification	amplificâcion	-s	feminine noun
amplify	amplitude	amplitude,	amplituds	masculine noun
annual	annual	añual	-s	adjective, masculine noun
annual	annually	añally		adverb
annual	annualize	añalyse	-s -d -ing	verb
align	align	aligne	-s -d -ing	verb
align	alignment	alignement	-s	feminine noun
align	realign	rialigne	-s -d -ing	verb
align	realignment	rialignement	-s	feminine noun
assert	assert	asserte	-s -d -ing	verb
assert	assertion	assêcion	-s	feminine noun
assert	assertive	assêrtif	-vly -ness	adjective
arrange	arrange	arrânge	-s -d -ing	verb
arrange	arrangement	arrângement	-s	feminine noun
instruct	instruct	instructe	instrucs -d -ing	verb
instruct	instruction	instruccion	-s	feminine noun
instruct	instructive	instructif		adjective
instruct	instructor	instructeur	-s	feminine noun
implore	implore	implóre	-s -d -ing	verb
invisible	invisible	invisible	-y	adjective
invisible	invisibility	invisibilatie	-is	feminine noun
insect	insectum	insect,	insecs	masculine noun
insect	insectivore	insèctivore,	insèctivoars	feminine noun
iron	iron	îarn	-s	adjective, masculine noun
iron	iron	îarne	-s -d -ing	verb
install	install	installe	-s -d -ing	verb
install	installation	installâcion	-s	feminine noun
install	installment	installement	-s	feminine noun
impale	impale	empâle	-s -d -ing	verb
impale	impalement	empâlment	-s	feminine noun
invert	invert	inverte	-s -d -ing	verb
invert	inversion	invêsion	-s	feminine noun
invert	inverse	invers		adjective
illicit	illicit	illicit		adjective
impede	impede	impide	-s -d -ing	verb
impede	impediment	impèdiment	-s	feminine noun
interior	interior	intírior	-s	adjective, feminine noun
interior	interiority	intirioretie	-is	feminine noun
Irish	Irish	îrisce		adjective
Irish	Irish	îrisce		masculine noun
Irish	Ireland	Eireland		masculine noun
inferior	inferior	infírior	-s	adjective, feminine noun
inferior	inferiority	infirioretie	-is	feminine noun
island	island	îland	-s	masculine noun
inspect	inspect	inspecte	-s -d -ing	verb
inspect	inspection	inspeccion		feminine noun
inspect	inspector	inspecteur	-s	feminine noun
impulse	impulse	impulse		masculine noun
impulse	impulsion	impulsion	-s	feminine noun
impulse	impulsive	impulsif		adjective
impulse	impel	impelle	-s -d -ing	verb
inquire	inquire	inquîer	inquîre(s inquîred inquîering	verb
inquire	inquirer	inquîreur	-s	feminine noun
inquire	inquiry	inqüirie,	inqüiris	masculine noun
inquire	inquisition	inqüisicion	-s	feminine noun
inquire	inquisitive	inqüisitif	-vly	adjective
inquire	inquisitor	inqüisitor	-s	feminine noun
isthmus	isthmus	ïsmus	-es	masculine noun
intense	intense	intense		adjective
intense	intensive	intensif	-vly -ness	adjective, noun
intense	intensity	intensetie,	intensetis	feminine noun
intense	intensify	intènsifae	-s -d -fyhing	verb
intense	intensification	intensificâcion	-s	feminine noun
implode	implode	implode	-s -d -ing	verb
implode	implosion	implósion	-s	feminine noun
implode	implosive	implóssif		adjective
invoke	invoke	invoque	invoac(s -d -ing	verb
invoke	invocation	invocâcion	-s	feminine noun
impress	impress	impresse	-s -d -ing	verb
impress	impress	impress	-es	masculine noun
impress	impression	impression	-s	feminine noun
impress	impressionable	impressionable		adjective
impress	impressive	impressif		adjective
interfere	interfere	interfier	interfire(s interfired interfiering	verb
interfere	interference	interfirence	-s	feminine noun
illude	illude	illude	-s -d -ing	verb
illude	illusion	illúsion	-s	feminine noun
illude	illusionary	illúsionairy		adjective
illude	illusive	illússif		adjective
illude	illusory	illúsory		adjective
inscribe	inscribe	inscrîbe	-s -d -ing	verb
inscribe	inscription	inscription	-s	feminine noun
Idaho	Idaho	Îdaho		masculine noun
Idaho	Idahoan	îdahoan	-s	adjective, feminine noun
Italian	Italian	Itàlian,	itàlian	feminine noun, adjective
Italian	Italy	Italie		masculine noun
imperative	imperative	impèratif	-s -vly	adjective, feminine noun
inch	inch	inc̃e	-s	masculine noun
inch	inch	inc̃e	-s -d -ing	verb
innervate	innervate	innervait	-s -ed -ing	verb
innervate	innervation	innervâcion	-s	feminine noun
irony	irony	îronie		masculine noun
irony	ironic	îronic		adjective
isolate	isolate	îsolait	-s -d -ing	verb
isolate	isolated	îsolaited		adjective
isolate	isolate	îsolat	-s	adjective, masculine noun
isolate	isolatable	isolâtable		adjective
isolate	isolable	îsolable		adjective
isolate	isolation	isolâcion	-s	feminine noun
isolate	isolationist	isolâcionist	-s	feminine noun
indicate	indicate	indicait	-s -ed -ing	verb
indicate	indicator	indicaitor	-s	masculine noun
indicate	indication	indicâcion	-s	feminine noun
indicate	indicative	indicatif		adjective
invent	invent	invente	-s -d -ing	verb
invent	invention	invencion	-s	feminine noun
invent	inventive	inventif		adjective
invent	inventor	inventeur	-s	feminine noun
invent	inventory	inventorie,	inventoris	masculine noun
invent	inventory	inventorie	-s -d inventorying	verb
impartial	impartial	imparcial	-ly	adjective
impartial	impartiality	imparçialetie	-is	feminine noun
intend	intend	intende	-s -d -ing	verb
intend	intent	intente,	intènts	feminine noun
